calc_type,date,district_name,district_id,div_map_id,division,domain_name,indicator_name,indicator_id,map_id,perc_point,quarter,type_name,year,district_id_num
p,2025-03-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,PNC,% of new born breastfed within one hour of birth,5,168,91.54929577464789,4,PNC,2025,36
p,2025-03-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,delivery_care,% of live babies weighted at birth,6,168,92.17527386541471,4,delivery_care,2025,36
p,2025-03-01,Mainpuri,XBLhrSWGytu,146,Agra Division,ANC,% ANC registered in First trimester,1,148,75.48707049238399,4,ANC,2025,43
p,2025-03-01,Mainpuri,XBLhrSWGytu,146,Agra Division,communicable_diseases,Success rate of positive tuberculosis cases,2,148,91.7,4,communicable_diseases,2025,43
p,2025-03-01,Mainpuri,XBLhrSWGytu,146,Agra Division,ANC,% of severe anaemic PW treated,4,148,89.83050847457628,4,ANC,2025,43
p,2025-03-01,Mainpuri,XBLhrSWGytu,146,Agra Division,PNC,% of new born breastfed within one hour of birth,5,148,93.42161469457494,4,PNC,2025,43
p,2025-03-01,Mainpuri,XBLhrSWGytu,146,Agra Division,delivery_care,% of live babies weighted at birth,6,148,99.87184963690729,4,delivery_care,2025,43
p,2025-03-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,ANC,% ANC registered in First trimester,1,154,79.4088152428251,4,ANC,2025,60
p,2025-03-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,communicable_diseases,Success rate of positive tuberculosis cases,2,154,92.2,4,communicable_diseases,2025,60
p,2025-03-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,ANC,% of severe anaemic PW treated,4,154,23.47723240685985,4,ANC,2025,60
p,2025-03-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,PNC,% of new born breastfed within one hour of birth,5,154,98.27163247100805,4,PNC,2025,60
p,2025-03-01,Sitapur,XxaOowFtkiJ,155,Lucknow Division,delivery_care,% of live babies weighted at birth,6,154,99.0521855486173,4,delivery_care,2025,60
